(936.0, 34.7, 44.3)
(951.0, 34.7, 44.3)
(965.0, 34.7, 44.3)
(980.0, 34.7, 44.3)
(993.0, 34.7, 44.3)
(1006.0, 34.7, 44.3)
(1017.0, 34.7, 44.3)
(1032.0, 34.7, 44.3)
(1045.0, 34.7, 44.3)
(1055.0, 34.7, 44.3)
(1070.0, 34.7, 44.3)
(1084.0, 34.7, 44.3)
(1093.0, 34.7, 44.3)
(1107.0, 34.7, 44.3)
(1122.0, 34.7, 44.3)
(1137.0, 34.7, 44.3)
(1151.0, 34.7, 44.3)
(1166.0, 34.7, 44.3)
(1180.0, 34.7, 44.3)
(1195.0, 34.7, 44.3)
(1210.0, 34.7, 44.3)
(1220.0, 34.7, 44.3)
(1234.0, 34.7, 44.3)
(1249.0, 34.7, 44.3)
(1263.0, 34.7, 44.3)
(1277.0, 34.7, 44.3)
(1291.0, 34.7, 44.3)
(1300.0, 34.7, 44.3)
(1309.0, 34.7, 44.3)
(1323.0, 34.7, 44.3)
(1334.0, 34.7, 44.3)
(1348.0, 34.7, 44.3)
(1361.0, 34.7, 44.3)
(1370.0, 34.7, 44.3)
(1384.0, 34.7, 44.3)
(1397.0, 34.7, 44.3)
(1409.0, 34.7, 44.3)
(1424.0, 34.7, 44.3)
(1438.0, 34.7, 44.3)
(1451.0, 34.7, 44.3)
(1460.0, 34.7, 44.3)
(1469.0, 34.7, 44.3)
(1478.0, 34.7, 44.3)
(1489.0, 34.7, 44.3)
(1499.0, 34.7, 44.3)
(1511.0, 34.7, 44.3)
(1526.0, 34.7, 44.3)
(1535.0, 34.7, 44.3)
(1545.0, 34.7, 44.3)
(1554.0, 34.7, 44.3)
(1563.0, 34.7, 44.3)
(1576.0, 34.7, 44.3)
(1585.0, 34.7, 44.3)
(1595.0, 34.7, 44.3)
(1607.0, 34.7, 44.3)
(1616.0, 34.7, 44.3)
(1625.0, 34.7, 44.3)
(1634.0, 34.7, 44.3)
(1645.0, 34.7, 44.3)
(1654.0, 34.7, 44.3)
(1666.0, 34.7, 44.3)
(1680.0, 34.7, 44.3)
(1692.0, 34.7, 44.3)
(1702.0, 34.7, 44.3)
(1711.0, 34.7, 44.3)
(1721.0, 34.7, 44.3)
(1730.0, 34.7, 44.3)
